product_id,bucket_1m,open,high,low,close,volume,trade_count,vwap
BTC-USD,2026-01-20 15:31:00-08:00,88119.63000000,88155.22000000,88107.14000000,88148.40000000,2.36239799,431,88122.90396811
ETH-USD,2026-01-20 15:31:00-08:00,2940.19000000,2941.39000000,2939.40000000,2941.18000000,69.53475108,296,2940.69250649
SOL-USD,2026-01-20 15:31:00-08:00,126.16000000,126.27000000,126.10000000,126.25000000,1747.31092958,282,126.20818407
ETH-USD,2026-01-20 15:32:00-08:00,2941.20000000,2946.41000000,2941.18000000,2942.58000000,495.74743540,676,2944.18852062
BTC-USD,2026-01-20 15:32:00-08:00,88148.40000000,88250.00000000,88139.19000000,88224.29000000,22.34827786,1267,88213.65404842
SOL-USD,2026-01-20 15:32:00-08:00,126.26000000,126.35000000,126.18000000,126.23000000,3224.63499102,523,126.25834473
ETH-USD,2026-01-20 15:33:00-08:00,2942.61000000,2943.80000000,2942.11000000,2942.41000000,57.59692893,220,2942.94530828
SOL-USD,2026-01-20 15:33:00-08:00,126.24000000,126.26000000,126.11000000,126.15000000,208.59197441,111,126.21592518
BTC-USD,2026-01-20 15:33:00-08:00,88224.40000000,88247.19000000,88211.97000000,88222.77000000,6.87654248,533,88229.09579821
ETH-USD,2026-01-20 15:34:00-08:00,2942.41000000,2944.94000000,2942.20000000,2944.94000000,86.27609467,192,2942.62338894
SOL-USD,2026-01-20 15:34:00-08:00,126.14000000,126.14000000,126.06000000,126.14000000,783.23616499,149,126.08725696
BTC-USD,2026-01-20 15:34:00-08:00,88221.00000000,88287.32000000,88219.76000000,88285.13000000,8.02305972,447,88237.93267157
BTC-USD,2026-01-20 15:35:00-08:00,88284.03000000,88329.45000000,88275.92000000,88325.59000000,2.63861905,455,88312.42446366
ETH-USD,2026-01-20 15:35:00-08:00,2944.74000000,2947.16000000,2944.51000000,2946.38000000,67.50418663,244,2946.46613580
SOL-USD,2026-01-20 15:35:00-08:00,126.12000000,126.19000000,126.08000000,126.17000000,251.34028485,133,126.13784405
SOL-USD,2026-01-20 15:36:00-08:00,126.17000000,126.18000000,126.08000000,126.12000000,127.30658911,136,126.13832966
ETH-USD,2026-01-20 15:36:00-08:00,2946.42000000,2946.42000000,2943.92000000,2944.68000000,17.24410203,131,2944.96109004
BTC-USD,2026-01-20 15:36:00-08:00,88325.62000000,88336.73000000,88309.25000000,88334.00000000,3.03492058,390,88322.75936593
BTC-USD,2026-01-20 15:37:00-08:00,88329.28000000,88334.55000000,88322.33000000,88334.54000000,0.57855856,142,88328.16295935
SOL-USD,2026-01-20 15:37:00-08:00,126.10000000,126.14000000,126.09000000,126.14000000,58.02918720,55,126.10319531
ETH-USD,2026-01-20 15:37:00-08:00,2944.67000000,2944.67000000,2943.92000000,2944.65000000,17.35764209,87,2944.45660130
ETH-USD,2026-01-21 18:21:00-08:00,3032.40000000,3032.58000000,3032.12000000,3032.58000000,4.46787808,25,3032.43198338
SOL-USD,2026-01-21 18:21:00-08:00,130.31000000,130.31000000,130.29000000,130.29000000,12.54614083,7,130.30206254
BTC-USD,2026-01-21 18:21:00-08:00,90200.30000000,90211.80000000,90200.30000000,90209.70000000,0.14601125,49,90203.29670507
SOL-USD,2026-01-21 18:22:00-08:00,130.29000000,130.32000000,130.25000000,130.26000000,202.42995697,96,130.27848057
BTC-USD,2026-01-21 18:22:00-08:00,90209.70000000,90209.70000000,90165.54000000,90165.54000000,5.16410418,335,90192.32235792
ETH-USD,2026-01-21 18:22:00-08:00,3032.40000000,3032.40000000,3029.92000000,3029.92000000,70.22915462,250,3031.00214817
BTC-USD,2026-01-21 18:23:00-08:00,90162.85000000,90205.44000000,90118.91000000,90194.26000000,2.88562342,304,90151.80468324
SOL-USD,2026-01-21 18:23:00-08:00,130.23000000,130.31000000,130.16000000,130.28000000,466.61794339,130,130.19562089
ETH-USD,2026-01-21 18:23:00-08:00,3029.92000000,3030.81000000,3027.84000000,3030.44000000,42.25045586,182,3029.58360624
ETH-USD,2026-01-21 18:24:00-08:00,3030.04000000,3030.38000000,3028.75000000,3028.75000000,25.32557567,136,3029.28910089
SOL-USD,2026-01-21 18:24:00-08:00,130.28000000,130.30000000,130.22000000,130.28000000,84.03622847,79,130.25316972
BTC-USD,2026-01-21 18:24:00-08:00,90194.27000000,90205.26000000,90173.75000000,90174.91000000,2.77927249,293,90187.91275870
ETH-USD,2026-01-21 18:25:00-08:00,3028.75000000,3031.37000000,3028.29000000,3031.24000000,19.95945332,141,3029.75618761
SOL-USD,2026-01-21 18:25:00-08:00,130.27000000,130.34000000,130.23000000,130.34000000,80.42957361,67,130.30234242
BTC-USD,2026-01-21 18:25:00-08:00,90174.91000000,90217.60000000,90169.46000000,90217.60000000,3.42493356,195,90187.03307827
SOL-USD,2026-01-21 18:26:00-08:00,130.35000000,130.47000000,130.34000000,130.45000000,414.02946278,117,130.40599032
BTC-USD,2026-01-21 18:26:00-08:00,90218.00000000,90273.35000000,90216.47000000,90237.55000000,1.79314662,285,90249.69012912
ETH-USD,2026-01-21 18:26:00-08:00,3031.35000000,3035.84000000,3031.35000000,3034.01000000,63.34135848,250,3033.80924180
SOL-USD,2026-01-21 18:27:00-08:00,130.47000000,130.47000000,130.37000000,130.41000000,107.53066823,68,130.42233003
BTC-USD,2026-01-21 18:27:00-08:00,90238.02000000,90259.38000000,90191.65000000,90194.00000000,3.09325202,402,90231.73958511
ETH-USD,2026-01-21 18:27:00-08:00,3033.98000000,3033.98000000,3031.83000000,3032.52000000,16.27856397,105,3033.15957495
SOL-USD,2026-01-21 18:28:00-08:00,130.44000000,130.46000000,130.34000000,130.39000000,264.04591809,100,130.37778878
ETH-USD,2026-01-21 18:28:00-08:00,3032.52000000,3034.00000000,3031.74000000,3034.00000000,85.35115084,277,3032.58733397
BTC-USD,2026-01-21 18:28:00-08:00,90194.36000000,90218.88000000,90174.90000000,90218.81000000,3.34963542,379,90199.06277647
BTC-USD,2026-01-21 18:29:00-08:00,90218.82000000,90218.82000000,90180.33000000,90196.74000000,2.84614072,273,90201.59517301
SOL-USD,2026-01-21 18:29:00-08:00,130.38000000,130.40000000,130.34000000,130.37000000,111.69854684,79,130.36658607
ETH-USD,2026-01-21 18:29:00-08:00,3033.19000000,3033.49000000,3031.97000000,3033.32000000,6.93000131,94,3032.79524687
SOL-USD,2026-01-21 18:30:00-08:00,130.34000000,130.36000000,130.26000000,130.29000000,252.55443101,95,130.31080235
ETH-USD,2026-01-21 18:30:00-08:00,3033.32000000,3033.32000000,3030.65000000,3030.89000000,86.56053983,220,3031.86239302
BTC-USD,2026-01-21 18:30:00-08:00,90196.73000000,90196.73000000,90126.00000000,90132.63000000,2.93922361,313,90152.17893374
SOL-USD,2026-01-21 18:31:00-08:00,130.28000000,130.30000000,130.06000000,130.09000000,232.64369575,102,130.18353097
ETH-USD,2026-01-21 18:31:00-08:00,3030.90000000,3031.34000000,3024.85000000,3026.81000000,151.48777119,334,3027.37167637
BTC-USD,2026-01-21 18:31:00-08:00,90132.62000000,90150.77000000,89991.89000000,90029.91000000,5.99442585,416,90081.13310875
SOL-USD,2026-01-21 18:32:00-08:00,130.10000000,130.18000000,129.96000000,130.13000000,1055.28976797,171,130.00597531
BTC-USD,2026-01-21 18:32:00-08:00,90032.73000000,90065.88000000,89992.19000000,90055.99000000,4.17784002,256,90019.11361599
ETH-USD,2026-01-21 18:32:00-08:00,3026.65000000,3027.73000000,3023.81000000,3027.39000000,92.32327160,257,3025.27052981
SOL-USD,2026-01-21 18:33:00-08:00,130.13000000,130.13000000,130.01000000,130.04000000,185.39221570,124,130.06617852
ETH-USD,2026-01-21 18:33:00-08:00,3027.38000000,3027.38000000,3023.03000000,3023.80000000,42.90874926,229,3025.00513832
BTC-USD,2026-01-21 18:33:00-08:00,90055.99000000,90055.99000000,89991.89000000,90000.00000000,5.17215541,299,90011.28713238
BTC-USD,2026-01-21 18:34:00-08:00,89991.90000000,90046.35000000,89991.90000000,90003.00000000,3.42078544,246,90025.05248076
ETH-USD,2026-01-21 18:34:00-08:00,3023.58000000,3025.34000000,3022.80000000,3022.80000000,78.72634633,247,3024.17677167
SOL-USD,2026-01-21 18:34:00-08:00,130.05000000,130.14000000,130.02000000,130.06000000,247.01660872,136,130.08334732
SOL-USD,2026-01-21 18:35:00-08:00,130.06000000,130.10000000,129.98000000,130.00000000,153.62301566,114,130.06544977
BTC-USD,2026-01-21 18:35:00-08:00,90000.05000000,90025.99000000,89979.90000000,89979.91000000,2.45944582,220,89998.33518321
ETH-USD,2026-01-21 18:35:00-08:00,3022.82000000,3023.54000000,3020.83000000,3022.50000000,45.74924604,186,3022.15579184
ETH-USD,2026-01-21 18:36:00-08:00,3021.99000000,3024.27000000,3021.99000000,3024.07000000,88.24145235,234,3023.11970929
SOL-USD,2026-01-21 18:36:00-08:00,130.01000000,130.04000000,129.95000000,129.97000000,122.41502272,100,130.01002049
BTC-USD,2026-01-21 18:36:00-08:00,89979.91000000,90001.99000000,89978.00000000,90001.99000000,2.62143284,354,89995.97716188
BTC-USD,2026-01-21 18:37:00-08:00,90005.50000000,90005.50000000,89936.76000000,89964.63000000,4.39316697,341,89965.89305457
SOL-USD,2026-01-21 18:37:00-08:00,129.98000000,129.99000000,129.88000000,129.92000000,83.19901959,113,129.93355273
ETH-USD,2026-01-21 18:37:00-08:00,3024.19000000,3024.19000000,3021.93000000,3022.42000000,44.82642139,234,3022.97463461
BTC-USD,2026-01-21 18:38:00-08:00,89964.62000000,90017.66000000,89964.62000000,90009.99000000,2.57587608,309,89988.37150482
ETH-USD,2026-01-21 18:38:00-08:00,3022.63000000,3025.22000000,3022.59000000,3024.60000000,145.16122008,248,3024.56861381
SOL-USD,2026-01-21 18:38:00-08:00,129.93000000,130.06000000,129.93000000,130.05000000,209.14977878,110,129.99680462
SOL-USD,2026-01-21 18:39:00-08:00,130.04000000,130.10000000,130.01000000,130.08000000,32.01912549,71,130.05456256
BTC-USD,2026-01-21 18:39:00-08:00,90009.98000000,90009.99000000,89976.00000000,90004.00000000,3.66606919,233,89986.23434174
ETH-USD,2026-01-21 18:39:00-08:00,3024.60000000,3024.97000000,3023.37000000,3024.06000000,41.74443661,155,3023.94517733
ETH-USD,2026-01-21 18:40:00-08:00,3024.06000000,3024.20000000,3024.05000000,3024.09000000,12.10620308,72,3024.08280762
BTC-USD,2026-01-21 18:40:00-08:00,90003.99000000,90004.00000000,89992.32000000,89999.99000000,1.05345869,233,89997.58018433
SOL-USD,2026-01-21 18:40:00-08:00,130.09000000,130.11000000,130.05000000,130.05000000,182.53216240,80,130.09025556
ETH-USD,2026-01-21 18:41:00-08:00,3024.10000000,3024.10000000,3021.47000000,3022.50000000,82.02516263,207,3022.63938755
BTC-USD,2026-01-21 18:41:00-08:00,89999.99000000,89999.99000000,89968.01000000,89969.99000000,0.81265096,227,89979.58903187
SOL-USD,2026-01-21 18:41:00-08:00,130.06000000,130.07000000,130.02000000,130.05000000,84.43912632,71,130.04051455
ETH-USD,2026-01-21 18:42:00-08:00,3022.50000000,3026.22000000,3022.49000000,3024.86000000,30.11813867,162,3025.13238626
BTC-USD,2026-01-21 18:42:00-08:00,89969.99000000,90056.00000000,89967.07000000,90029.05000000,1.47252369,355,90003.65052535
SOL-USD,2026-01-21 18:42:00-08:00,130.04000000,130.24000000,130.04000000,130.23000000,353.59206454,122,130.09843529
ETH-USD,2026-01-21 18:43:00-08:00,3025.01000000,3026.79000000,3025.01000000,3025.26000000,19.35283712,152,3025.98775881
BTC-USD,2026-01-21 18:43:00-08:00,90028.23000000,90064.52000000,90027.34000000,90037.29000000,1.11216678,241,90045.93699168
SOL-USD,2026-01-21 18:43:00-08:00,130.22000000,130.32000000,130.21000000,130.24000000,113.68377127,110,130.27337240
ETH-USD,2026-01-21 18:44:00-08:00,3025.26000000,3025.81000000,3024.08000000,3024.42000000,33.87089533,149,3025.05249115
SOL-USD,2026-01-21 18:44:00-08:00,130.25000000,130.28000000,130.18000000,130.20000000,107.73506860,87,130.21528739
BTC-USD,2026-01-21 18:44:00-08:00,90037.29000000,90055.44000000,90020.56000000,90033.95000000,1.07810207,242,90038.76613778
SOL-USD,2026-01-21 18:45:00-08:00,130.19000000,130.20000000,130.12000000,130.13000000,117.70174880,95,130.16206484
ETH-USD,2026-01-21 18:45:00-08:00,3024.42000000,3024.42000000,3022.77000000,3022.88000000,16.55754328,118,3023.33290092
BTC-USD,2026-01-21 18:45:00-08:00,90033.94000000,90033.94000000,89985.15000000,89992.67000000,0.64460215,192,90006.61363075
BTC-USD,2026-01-21 18:46:00-08:00,89992.67000000,90006.00000000,89981.01000000,89991.86000000,2.29453407,347,89996.25313263
SOL-USD,2026-01-21 18:46:00-08:00,130.13000000,130.14000000,130.06000000,130.06000000,618.41354165,152,130.11179331
ETH-USD,2026-01-21 18:46:00-08:00,3022.88000000,3023.18000000,3022.31000000,3022.70000000,18.47128614,154,3022.77919755
BTC-USD,2026-01-21 18:47:00-08:00,89987.75000000,90004.22000000,89964.65000000,90004.22000000,0.91831166,221,89980.49382785
ETH-USD,2026-01-21 18:47:00-08:00,3022.00000000,3022.37000000,3020.43000000,3022.31000000,80.51161321,209,3021.46581882
SOL-USD,2026-01-21 18:47:00-08:00,130.05000000,130.11000000,130.01000000,130.11000000,222.22687404,119,130.04527064
ETH-USD,2026-01-21 18:48:00-08:00,3022.31000000,3022.97000000,3021.96000000,3022.51000000,16.23827865,159,3022.62372458
BTC-USD,2026-01-21 18:48:00-08:00,90004.23000000,90018.03000000,90004.23000000,90005.57000000,0.48141776,205,90010.79514434
SOL-USD,2026-01-21 18:48:00-08:00,130.11000000,130.13000000,130.08000000,130.11000000,101.63467899,76,130.11344000
SOL-USD,2026-01-21 18:49:00-08:00,130.11000000,130.11000000,130.04000000,130.06000000,29.42905891,62,130.05814902
ETH-USD,2026-01-21 18:49:00-08:00,3022.37000000,3022.37000000,3020.71000000,3021.84000000,15.14197543,95,3021.52976890
BTC-USD,2026-01-21 18:49:00-08:00,90005.57000000,90005.57000000,89975.99000000,89976.48000000,1.45025182,204,89991.69167313
BTC-USD,2026-01-21 18:50:00-08:00,89995.83000000,89996.00000000,89896.54000000,89926.97000000,4.20374245,345,89967.37238060
ETH-USD,2026-01-21 18:50:00-08:00,3021.84000000,3022.00000000,3018.40000000,3020.20000000,49.09637832,218,3020.28775261
SOL-USD,2026-01-21 18:50:00-08:00,130.05000000,130.09000000,129.92000000,129.96000000,76.46901022,107,129.98380148
BTC-USD,2026-01-21 18:51:00-08:00,89926.97000000,89937.45000000,89857.02000000,89866.95000000,2.02677432,310,89890.33507044
SOL-USD,2026-01-21 18:51:00-08:00,129.97000000,129.99000000,129.88000000,129.90000000,59.30538143,100,129.92370374
ETH-USD,2026-01-21 18:51:00-08:00,3020.20000000,3020.30000000,3017.84000000,3017.96000000,33.45710010,139,3018.48911876
BTC-USD,2026-01-21 18:52:00-08:00,89866.96000000,89889.04000000,89855.01000000,89865.83000000,3.56928489,273,89869.64311693
ETH-USD,2026-01-21 18:52:00-08:00,3017.83000000,3017.99000000,3016.91000000,3016.92000000,25.69343533,153,3017.37450919
SOL-USD,2026-01-21 18:52:00-08:00,129.90000000,129.91000000,129.85000000,129.86000000,137.96530610,81,129.87219708
BTC-USD,2026-01-21 18:53:00-08:00,89865.83000000,89903.27000000,89850.01000000,89874.02000000,2.88296016,374,89867.18623725
SOL-USD,2026-01-21 18:53:00-08:00,129.85000000,129.87000000,129.81000000,129.84000000,127.83000152,119,129.84050760
ETH-USD,2026-01-21 18:53:00-08:00,3016.92000000,3017.18000000,3015.88000000,3015.88000000,52.71315563,195,3016.50103121
ETH-USD,2026-01-21 18:54:00-08:00,3015.88000000,3015.88000000,3012.12000000,3014.25000000,91.91588383,333,3013.57121733
BTC-USD,2026-01-21 18:54:00-08:00,89874.01000000,89874.01000000,89740.42000000,89784.54000000,25.47897227,553,89774.27868945
SOL-USD,2026-01-21 18:54:00-08:00,129.84000000,129.84000000,129.65000000,129.71000000,134.62484213,133,129.70869063
ETH-USD,2026-01-21 18:55:00-08:00,3014.20000000,3014.70000000,3013.01000000,3013.60000000,43.85726522,159,3013.57644991
BTC-USD,2026-01-21 18:55:00-08:00,89784.53000000,89800.00000000,89755.81000000,89790.00000000,3.83525584,384,89789.08328172
SOL-USD,2026-01-21 18:55:00-08:00,129.68000000,129.70000000,129.62000000,129.62000000,67.62907812,79,129.65471109
BTC-USD,2026-01-21 18:56:00-08:00,89790.00000000,89843.37000000,89789.99000000,89835.53000000,0.93228603,237,89823.12630853
SOL-USD,2026-01-21 18:56:00-08:00,129.62000000,129.65000000,129.62000000,129.63000000,123.38236701,75,129.63079895
ETH-USD,2026-01-21 18:56:00-08:00,3013.60000000,3015.84000000,3013.60000000,3015.12000000,15.38626343,149,3014.60011425
ETH-USD,2026-01-21 18:57:00-08:00,3015.32000000,3015.86000000,3015.00000000,3015.70000000,13.09629421,102,3015.52888822
SOL-USD,2026-01-21 18:57:00-08:00,129.63000000,129.70000000,129.58000000,129.70000000,943.74528963,116,129.61046067
BTC-USD,2026-01-21 18:57:00-08:00,89835.53000000,89865.00000000,89826.28000000,89864.99000000,1.74469475,244,89850.47285172
SOL-USD,2026-01-21 18:58:00-08:00,129.70000000,129.73000000,129.66000000,129.66000000,1085.42303078,103,129.67366342
ETH-USD,2026-01-21 18:58:00-08:00,3015.66000000,3016.52000000,3015.23000000,3015.36000000,8.37967595,124,3015.90589803
BTC-USD,2026-01-21 18:58:00-08:00,89865.00000000,89873.84000000,89855.67000000,89855.68000000,0.92204132,176,89868.46138238
BTC-USD,2026-01-21 18:59:00-08:00,89855.68000000,89871.88000000,89847.30000000,89850.13000000,3.13305777,233,89864.16315155
ETH-USD,2026-01-21 18:59:00-08:00,3015.36000000,3015.36000000,3014.09000000,3014.81000000,19.70217129,99,3015.02891775
SOL-USD,2026-01-21 18:59:00-08:00,129.67000000,129.69000000,129.64000000,129.69000000,365.91275105,136,129.68132923
ETH-USD,2026-01-21 19:00:00-08:00,3014.82000000,3017.29000000,3014.82000000,3016.86000000,33.13040081,156,3016.21766253
SOL-USD,2026-01-21 19:00:00-08:00,129.69000000,129.78000000,129.69000000,129.76000000,629.42444604,270,129.75756080
BTC-USD,2026-01-21 19:00:00-08:00,89860.22000000,89905.62000000,89850.14000000,89902.11000000,5.34202639,361,89883.61005871
SOL-USD,2026-01-21 19:01:00-08:00,129.75000000,129.93000000,129.73000000,129.87000000,91.53542367,88,129.84815642
BTC-USD,2026-01-21 19:01:00-08:00,89902.12000000,89952.00000000,89888.01000000,89932.87000000,5.70650946,336,89923.74172552
ETH-USD,2026-01-21 19:01:00-08:00,3016.66000000,3020.34000000,3015.63000000,3019.90000000,59.93231728,244,3018.38542228
ETH-USD,2026-01-21 19:02:00-08:00,3019.84000000,3020.50000000,3018.74000000,3020.04000000,17.41675355,120,3019.48741442
SOL-USD,2026-01-21 19:02:00-08:00,129.87000000,129.87000000,129.78000000,129.86000000,122.47120512,114,129.82843065
BTC-USD,2026-01-21 19:02:00-08:00,89932.86000000,89932.86000000,89905.62000000,89931.01000000,4.27954060,260,89914.07799979
BTC-USD,2026-01-21 19:03:00-08:00,89927.90000000,89945.51000000,89920.00000000,89927.93000000,0.92171000,194,89934.31355981
ETH-USD,2026-01-21 19:03:00-08:00,3020.03000000,3021.06000000,3019.80000000,3020.52000000,24.66219105,136,3020.45140823
SOL-USD,2026-01-21 19:03:00-08:00,129.86000000,129.88000000,129.83000000,129.86000000,63.88755504,80,129.85912400
BTC-USD,2026-01-21 19:04:00-08:00,89927.93000000,90003.00000000,89927.92000000,89977.63000000,3.70962809,287,89986.03444263
SOL-USD,2026-01-21 19:04:00-08:00,129.87000000,129.96000000,129.85000000,129.95000000,102.21932423,80,129.93367546
ETH-USD,2026-01-21 19:04:00-08:00,3020.80000000,3023.14000000,3020.22000000,3022.09000000,13.94303104,142,3022.20517103
BTC-USD,2026-01-21 19:05:00-08:00,89977.63000000,90025.00000000,89956.76000000,90015.63000000,4.30434374,354,89987.57839878
ETH-USD,2026-01-21 19:05:00-08:00,3022.10000000,3025.15000000,3021.60000000,3025.12000000,47.70987016,197,3023.10255092
SOL-USD,2026-01-21 19:05:00-08:00,129.94000000,129.96000000,129.88000000,129.96000000,593.53696835,113,129.92757802
SOL-USD,2026-01-21 19:06:00-08:00,129.96000000,130.05000000,129.96000000,130.03000000,124.53564867,76,129.99114158
ETH-USD,2026-01-21 19:06:00-08:00,3024.68000000,3026.40000000,3024.58000000,3025.23000000,22.58017559,139,3025.60948206
BTC-USD,2026-01-21 19:06:00-08:00,90015.58000000,90075.30000000,90015.58000000,90046.36000000,1.75358077,279,90046.63416094
BTC-USD,2026-01-21 19:07:00-08:00,90046.36000000,90059.99000000,90041.82000000,90050.08000000,1.09443208,222,90049.97746111
ETH-USD,2026-01-21 19:07:00-08:00,3025.24000000,3025.74000000,3024.23000000,3025.59000000,23.29571348,139,3024.98989953
SOL-USD,2026-01-21 19:07:00-08:00,130.03000000,130.10000000,130.01000000,130.10000000,89.63227408,103,130.04530722
SOL-USD,2026-01-21 19:08:00-08:00,130.09000000,130.15000000,130.04000000,130.05000000,353.64993239,125,130.06960041
ETH-USD,2026-01-21 19:08:00-08:00,3025.49000000,3027.56000000,3024.97000000,3024.97000000,53.41496872,223,3026.40367614
BTC-USD,2026-01-21 19:08:00-08:00,90050.09000000,90072.64000000,90019.13000000,90019.13000000,1.03754332,191,90039.28287140
BTC-USD,2026-01-21 19:09:00-08:00,90019.13000000,90035.47000000,90011.27000000,90028.28000000,0.41844028,179,90019.02129946
ETH-USD,2026-01-21 19:09:00-08:00,3024.85000000,3025.28000000,3023.68000000,3024.32000000,19.45937387,167,3024.15448287
SOL-USD,2026-01-21 19:09:00-08:00,130.04000000,130.08000000,130.02000000,130.07000000,76.40389854,72,130.05445532
BTC-USD,2026-01-21 19:10:00-08:00,90028.28000000,90059.98000000,90028.28000000,90053.98000000,1.30063764,234,90050.45562240
SOL-USD,2026-01-21 19:10:00-08:00,130.06000000,130.15000000,130.06000000,130.11000000,73.69640741,80,130.10862044
ETH-USD,2026-01-21 19:10:00-08:00,3024.24000000,3025.88000000,3024.24000000,3025.40000000,14.42966082,133,3025.32400678
ETH-USD,2026-01-21 19:11:00-08:00,3025.52000000,3027.95000000,3025.41000000,3026.67000000,9.68904720,130,3027.07789691
SOL-USD,2026-01-21 19:11:00-08:00,130.12000000,130.19000000,130.10000000,130.13000000,102.65300264,78,130.13249924
BTC-USD,2026-01-21 19:11:00-08:00,90053.97000000,90075.30000000,90042.93000000,90053.97000000,0.86891935,219,90062.95867159
SOL-USD,2026-01-21 19:12:00-08:00,130.13000000,130.16000000,130.08000000,130.08000000,58.97746202,69,130.11445371
ETH-USD,2026-01-21 19:12:00-08:00,3026.94000000,3028.14000000,3025.51000000,3025.97000000,24.12847994,181,3027.15067552
BTC-USD,2026-01-21 19:12:00-08:00,90056.56000000,90059.99000000,90025.72000000,90030.00000000,1.34243721,260,90044.45943460
SOL-USD,2026-01-21 19:13:00-08:00,130.09000000,130.14000000,130.08000000,130.09000000,39.12555434,69,130.10938211
ETH-USD,2026-01-21 19:13:00-08:00,3025.96000000,3026.13000000,3024.46000000,3024.51000000,11.50823803,96,3025.34399423
BTC-USD,2026-01-21 19:13:00-08:00,90029.99000000,90046.37000000,90010.04000000,90011.06000000,1.47137028,254,90014.38038097
SOL-USD,2026-01-21 19:14:00-08:00,130.08000000,130.14000000,130.04000000,130.07000000,618.41959618,134,130.07895248
ETH-USD,2026-01-21 19:14:00-08:00,3024.38000000,3025.20000000,3024.09000000,3024.19000000,12.46745828,111,3024.63897273
BTC-USD,2026-01-21 19:14:00-08:00,90011.07000000,90037.19000000,90010.04000000,90010.04000000,2.22645834,220,90022.23334608
ETH-USD,2026-01-21 19:15:00-08:00,3023.93000000,3024.06000000,3022.56000000,3023.28000000,35.04097295,191,3023.07920617
SOL-USD,2026-01-21 19:15:00-08:00,130.06000000,130.06000000,129.99000000,130.05000000,159.52919776,95,130.02620870
BTC-USD,2026-01-21 19:15:00-08:00,90010.04000000,90010.04000000,89956.48000000,89969.51000000,4.15378693,318,89975.27673071
SOL-USD,2026-01-21 19:16:00-08:00,130.02000000,130.03000000,129.69000000,129.69000000,305.66481752,136,129.93532151
ETH-USD,2026-01-21 19:16:00-08:00,3023.02000000,3023.02000000,3014.09000000,3014.51000000,128.87970554,419,3017.90188098
BTC-USD,2026-01-21 19:16:00-08:00,89969.50000000,89969.50000000,89770.68000000,89771.92000000,6.77822718,402,89853.22401304
BTC-USD,2026-01-21 19:17:00-08:00,89770.70000000,89851.14000000,89760.36000000,89851.14000000,3.11304782,307,89796.03268400
SOL-USD,2026-01-21 19:17:00-08:00,129.69000000,129.81000000,129.65000000,129.77000000,479.94745368,120,129.70690089
ETH-USD,2026-01-21 19:17:00-08:00,3014.45000000,3016.77000000,3013.80000000,3016.27000000,47.53609524,210,3015.29311980
SOL-USD,2026-01-21 19:18:00-08:00,129.77000000,129.77000000,129.68000000,129.74000000,111.10451238,67,129.72950915
ETH-USD,2026-01-21 19:18:00-08:00,3016.27000000,3016.90000000,3015.23000000,3016.84000000,38.40948437,164,3016.07949738
BTC-USD,2026-01-21 19:18:00-08:00,89851.13000000,89869.29000000,89834.01000000,89869.29000000,3.29547828,214,89848.76282366
BTC-USD,2026-01-21 19:19:00-08:00,89869.29000000,89869.29000000,89840.83000000,89847.82000000,1.18262528,256,89850.99221987
ETH-USD,2026-01-21 19:19:00-08:00,3016.48000000,3016.53000000,3016.00000000,3016.41000000,10.38923068,102,3016.21418513
SOL-USD,2026-01-21 19:19:00-08:00,129.73000000,129.80000000,129.72000000,129.77000000,80.97245438,83,129.76916166
BTC-USD,2026-01-21 19:20:00-08:00,89847.81000000,89922.99000000,89844.62000000,89910.15000000,2.86601300,373,89885.45844486
SOL-USD,2026-01-21 19:20:00-08:00,129.79000000,129.93000000,129.79000000,129.93000000,38.84442909,88,129.85201567
ETH-USD,2026-01-21 19:20:00-08:00,3016.42000000,3017.82000000,3016.41000000,3017.81000000,15.93899335,168,3016.95455231
BTC-USD,2026-01-21 19:21:00-08:00,89910.16000000,89920.00000000,89910.15000000,89910.16000000,1.32046986,230,89917.40565031
ETH-USD,2026-01-21 19:21:00-08:00,3017.82000000,3018.07000000,3016.92000000,3016.94000000,31.06801480,130,3017.46816157
SOL-USD,2026-01-21 19:21:00-08:00,129.92000000,129.97000000,129.91000000,129.93000000,54.54604728,79,129.93999416
BTC-USD,2026-01-21 19:22:00-08:00,89910.16000000,89953.10000000,89910.15000000,89931.99000000,2.25579537,227,89943.44762538
ETH-USD,2026-01-21 19:22:00-08:00,3017.02000000,3018.09000000,3017.02000000,3017.88000000,14.61135354,107,3017.66416530
SOL-USD,2026-01-21 19:22:00-08:00,129.93000000,129.96000000,129.91000000,129.93000000,68.72603274,60,129.95458351
ETH-USD,2026-01-21 19:23:00-08:00,3017.45000000,3017.79000000,3016.05000000,3016.84000000,24.77856334,188,3016.45244687
SOL-USD,2026-01-21 19:23:00-08:00,129.93000000,129.93000000,129.84000000,129.88000000,131.61872953,94,129.87028061
BTC-USD,2026-01-21 19:23:00-08:00,89931.99000000,89931.99000000,89905.95000000,89928.31000000,2.60072858,261,89923.49997959
ETH-USD,2026-01-21 19:24:00-08:00,3016.84000000,3018.35000000,3016.40000000,3017.63000000,42.32719506,129,3017.80013189
BTC-USD,2026-01-21 19:24:00-08:00,89928.31000000,89928.32000000,89879.47000000,89925.99000000,4.97989687,328,89902.38343530
SOL-USD,2026-01-21 19:24:00-08:00,129.88000000,129.93000000,129.86000000,129.93000000,175.68469555,90,129.89033647
